Name,Form,HP,Attack,Defense,Speed,Sp Attack,Sp Defense,BST,Types,Type1,Type2,Abilities,Ability1,Ability2,HiddenAbility,Generation,Evolutions
Pumpkaboo,Small,44,66,70,56,44,55,335,"Ghost, Grass",Ghost,Grass,"Pickup, Frisk, Insomnia",Pickup,Frisk,Insomnia,6,"Gourgeist Small (Trade), Gourgeist Small (Linking Cord)"
Pumpkaboo,Large,54,66,70,46,44,55,335,"Ghost, Grass",Ghost,Grass,"Pickup, Frisk, Insomnia",Pickup,Frisk,Insomnia,6,"Gourgeist Large (Trade), Gourgeist Large (Linking Cord)"
Pumpkaboo,Super,59,66,70,41,44,55,335,"Ghost, Grass",Ghost,Grass,"Pickup, Frisk, Insomnia",Pickup,Frisk,Insomnia,6,"Gourgeist Super (Trade), Gourgeist Super (Linking Cord)"
Gourgeist,Average,65,90,122,84,58,75,494,"Ghost, Grass",Ghost,Grass,"Pickup, Frisk, Insomnia",Pickup,Frisk,Insomnia,6,
Gourgeist,Small,55,85,122,99,58,75,494,"Ghost, Grass",Ghost,Grass,"Pickup, Frisk, Insomnia",Pickup,Frisk,Insomnia,6,
Gourgeist,Large,75,95,122,69,58,75,494,"Ghost, Grass",Ghost,Grass,"Pickup, Frisk, Insomnia",Pickup,Frisk,Insomnia,6,
Gourgeist,Super,85,100,122,54,58,75,494,"Ghost, Grass",Ghost,Grass,"Pickup, Frisk, Insomnia",Pickup,Frisk,Insomnia,6,
Bergmite,,55,69,85,28,32,35,304,Ice,Ice,,"Own Tempo, Ice Body, Sturdy",Own Tempo,Ice Body,Sturdy,6,Avalugg (37)
Avalugg,,95,117,184,28,44,46,514,Ice,Ice,,"Own Tempo, Ice Body, Sturdy",Own Tempo,Ice Body,Sturdy,6,
Avalugg,Hisui,95,127,184,38,34,36,514,"Ice, Rock",Ice,Rock,"Strong Jaw, Ice Body, Sturdy",Strong Jaw,Ice Body,Sturdy,6,
Noibat,,40,30,35,55,45,40,245,"Flying, Dragon",Flying,Dragon,"Frisk, Infiltrator, Telepathy",Frisk,Infiltrator,Telepathy,6,Noivern (48)
Noivern,,85,70,80,123,97,80,535,"Flying, Dragon",Flying,Dragon,"Frisk, Infiltrator, Telepathy",Frisk,Infiltrator,Telepathy,6,
Xerneas,Neutral,126,131,95,99,131,98,680,Fairy,Fairy,,"Fairy Aura, None, None",Fairy Aura,None,None,6,
Xerneas,Active,126,131,95,99,131,98,680,Fairy,Fairy,,"Fairy Aura, None, None",Fairy Aura,None,None,6,
Yveltal,,126,131,95,99,131,98,680,"Dark, Flying",Dark,Flying,"Dark Aura, None, None",Dark Aura,None,None,6,
Zygarde,50,108,100,121,95,81,95,600,"Dragon, Ground",Dragon,Ground,"Aura Break, None, None",Aura Break,None,None,6,
Zygarde,50 Power Construct,108,100,121,95,81,95,600,"Dragon, Ground",Dragon,Ground,"Power Construct, None, None",Power Construct,None,None,6,
Zygarde,10 Aura Break,54,100,71,115,61,85,486,"Dragon, Ground",Dragon,Ground,"Aura Break, None, None",Aura Break,None,None,6,
Zygarde,10 Power Construct,54,100,71,115,61,85,486,"Dragon, Ground",Dragon,Ground,"Power Construct, None, None",Power Construct,None,None,6,
Zygarde,Complete,216,100,121,85,91,95,708,"Dragon, Ground",Dragon,Ground,"Power Construct, None, None",Power Construct,None,None,6,
Diancie,,50,100,150,50,100,150,600,"Rock, Fairy",Rock,Fairy,"Clear Body, None, None",Clear Body,None,None,6,
Diancie,Mega,50,160,110,110,160,110,700,"Rock, Fairy",Rock,Fairy,"Magic Bounce, Magic Bounce, Magic Bounce",Magic Bounce,Magic Bounce,Magic Bounce,6,
Hoopa,Confined,80,110,60,70,150,130,600,"Psychic, Ghost",Psychic,Ghost,"Magician, None, None",Magician,None,None,6,
Hoopa,Unbound,80,160,60,80,170,130,680,"Psychic, Dark",Psychic,Dark,"Magician, None, None",Magician,None,None,6,
Volcanion,,80,110,120,70,130,90,600,"Fire, Water",Fire,Water,"Water Absorb, None, None",Water Absorb,None,None,6,
Rowlet,,68,55,55,42,50,50,320,"Grass, Flying",Grass,Flying,"Overgrow, None, Long Reach",Overgrow,None,Long Reach,7,Dartrix (17)
Dartrix,,78,75,75,52,70,70,420,"Grass, Flying",Grass,Flying,"Overgrow, None, Long Reach",Overgrow,None,Long Reach,7,Decidueye (34)
Decidueye,,78,107,75,70,100,100,530,"Grass, Ghost",Grass,Ghost,"Overgrow, None, Long Reach",Overgrow,None,Long Reach,7,
Decidueye,Hisui,88,112,80,60,95,95,530,"Grass, Fighting",Grass,Fighting,"Overgrow, None, Scrappy",Overgrow,None,Scrappy,7,
Litten,,45,65,40,70,60,40,320,Fire,Fire,,"Blaze, None, Intimidate",Blaze,None,Intimidate,7,Torracat (17)
Torracat,,65,85,50,90,80,50,420,Fire,Fire,,"Blaze, None, Intimidate",Blaze,None,Intimidate,7,Incineroar (34)
Incineroar,,95,115,90,60,80,90,530,"Fire, Dark",Fire,Dark,"Blaze, None, Intimidate",Blaze,None,Intimidate,7,
Popplio,,50,54,54,40,66,56,320,Water,Water,,"Torrent, None, Liquid Voice",Torrent,None,Liquid Voice,7,Brionne (17)
Brionne,,60,69,69,50,91,81,420,Water,Water,,"Torrent, None, Liquid Voice",Torrent,None,Liquid Voice,7,Primarina (34)
Primarina,,80,74,74,60,126,116,530,"Water, Fairy",Water,Fairy,"Torrent, None, Liquid Voice",Torrent,None,Liquid Voice,7,
Pikipek,,35,75,30,65,30,30,265,"Normal, Flying",Normal,Flying,"Keen Eye, Skill Link, Pickup",Keen Eye,Skill Link,Pickup,7,Trumbeak (14)
Trumbeak,,55,85,50,75,40,50,355,"Normal, Flying",Normal,Flying,"Keen Eye, Skill Link, Pickup",Keen Eye,Skill Link,Pickup,7,Toucannon (28)
Toucannon,,80,120,75,60,75,75,485,"Normal, Flying",Normal,Flying,"Keen Eye, Skill Link, Sheer Force",Keen Eye,Skill Link,Sheer Force,7,
Yungoos,,48,70,30,45,30,30,253,Normal,Normal,,"Stakeout, Strong Jaw, Adaptability",Stakeout,Strong Jaw,Adaptability,7,Gumshoos
Gumshoos,,88,110,60,45,55,60,418,Normal,Normal,,"Stakeout, Strong Jaw, Adaptability",Stakeout,Strong Jaw,Adaptability,7,
Gumshoos,Totem,88,110,60,45,55,60,418,Normal,Normal,,"Adaptability, None, None",Adaptability,None,None,7,
Grubbin,,47,62,45,46,55,45,300,Bug,Bug,,"Swarm, None, None",Swarm,None,None,7,Charjabug (20)
Charjabug,,57,82,95,36,55,75,400,"Bug, Electric",Bug,Electric,"Battery, None, None",Battery,None,None,7,"Vikavolt, Vikavolt (Thunder Stone)"
Vikavolt,,77,70,90,43,145,75,500,"Bug, Electric",Bug,Electric,"Levitate, None, None",Levitate,None,None,7,
Vikavolt,Totem,77,70,90,43,145,75,500,"Bug, Electric",Bug,Electric,"Levitate, None, None",Levitate,None,None,7,
Crabrawler,,47,82,57,63,42,47,338,Fighting,Fighting,,"Hyper Cutter, Iron Fist, Anger Point",Hyper Cutter,Iron Fist,Anger Point,7,"Crabominable, Crabominable (Ice Stone)"
Crabominable,,97,132,77,43,62,67,478,"Fighting, Ice",Fighting,Ice,"Hyper Cutter, Iron Fist, Anger Point",Hyper Cutter,Iron Fist,Anger Point,7,
Oricorio,Baile,75,70,70,93,98,70,476,"Fire, Flying",Fire,Flying,"Dancer, None, None",Dancer,None,None,7,
Oricorio,Pom Pom,75,70,70,93,98,70,476,"Electric, Flying",Electric,Flying,"Dancer, None, None",Dancer,None,None,7,
Oricorio,Pau,75,70,70,93,98,70,476,"Psychic, Flying",Psychic,Flying,"Dancer, None, None",Dancer,None,None,7,
Oricorio,Sensu,75,70,70,93,98,70,476,"Ghost, Flying",Ghost,Flying,"Dancer, None, None",Dancer,None,None,7,
Cutiefly,,40,45,40,84,55,40,304,"Bug, Fairy",Bug,Fairy,"Honey Gather, Shield Dust, Sweet Veil",Honey Gather,Shield Dust,Sweet Veil,7,Ribombee (25)
Ribombee,,60,55,60,124,95,70,464,"Bug, Fairy",Bug,Fairy,"Honey Gather, Shield Dust, Sweet Veil",Honey Gather,Shield Dust,Sweet Veil,7,
Ribombee,Totem,60,55,60,124,95,70,464,"Bug, Fairy",Bug,Fairy,"Sweet Veil, None, None",Sweet Veil,None,None,7,
Rockruff,,45,65,40,60,30,40,280,Rock,Rock,,"Keen Eye, Vital Spirit, Steadfast",Keen Eye,Vital Spirit,Steadfast,7,"Lycanroc Midday, Lycanroc Midnight"
Rockruff,Own Tempo,45,65,40,60,30,40,280,Rock,Rock,,"Own Tempo, None, None",Own Tempo,None,None,7,Lycanroc Dusk
Lycanroc,Midday,75,115,65,112,55,65,487,Rock,Rock,,"Keen Eye, Sand Rush, Steadfast",Keen Eye,Sand Rush,Steadfast,7,
Lycanroc,Midnight,85,115,75,82,55,75,487,Rock,Rock,,"Keen Eye, Vital Spirit, No Guard",Keen Eye,Vital Spirit,No Guard,7,
Lycanroc,Dusk,75,117,65,110,55,65,487,Rock,Rock,,"Tough Claws, None, None",Tough Claws,None,None,7,
Wishiwashi,Solo,45,20,20,40,25,25,175,Water,Water,,"Schooling, None, None",Schooling,None,None,7,
Wishiwashi,School,45,140,130,30,140,135,620,Water,Water,,"Schooling, None, None",Schooling,None,None,7,
Mareanie,,50,53,62,45,43,52,305,"Poison, Water",Poison,Water,"Merciless, Limber, Regenerator",Merciless,Limber,Regenerator,7,Toxapex (38)
Toxapex,,50,63,152,35,53,142,495,"Poison, Water",Poison,Water,"Merciless, Limber, Regenerator",Merciless,Limber,Regenerator,7,
Mudbray,,70,100,70,45,45,55,385,Ground,Ground,,"Own Tempo, Stamina, Inner Focus",Own Tempo,Stamina,Inner Focus,7,Mudsdale (30)
Mudsdale,,100,125,100,35,55,85,500,Ground,Ground,,"Own Tempo, Stamina, Inner Focus",Own Tempo,Stamina,Inner Focus,7,
Dewpider,,38,40,52,27,40,72,269,"Water, Bug",Water,Bug,"Water Bubble, None, Water Absorb",Water Bubble,None,Water Absorb,7,Araquanid (22)
Araquanid,,68,70,92,42,50,132,454,"Water, Bug",Water,Bug,"Water Bubble, None, Water Absorb",Water Bubble,None,Water Absorb,7,
Araquanid,Totem,68,70,92,42,50,132,454,"Water, Bug",Water,Bug,"Water Bubble, None, None",Water Bubble,None,None,7,
Fomantis,,40,55,35,35,50,35,250,Grass,Grass,,"Leaf Guard, None, Contrary",Leaf Guard,None,Contrary,7,Lurantis
Lurantis,,70,105,90,45,80,90,480,Grass,Grass,,"Leaf Guard, None, Contrary",Leaf Guard,None,Contrary,7,
Lurantis,Totem,70,105,90,45,80,90,480,Grass,Grass,,"Leaf Guard, None, None",Leaf Guard,None,None,7,
Morelull,,40,35,55,15,65,75,285,"Grass, Fairy",Grass,Fairy,"Illuminate, Effect Spore, Rain Dish",Illuminate,Effect Spore,Rain Dish,7,Shiinotic (24)
Shiinotic,,60,45,80,30,90,100,405,"Grass, Fairy",Grass,Fairy,"Illuminate, Effect Spore, Rain Dish",Illuminate,Effect Spore,Rain Dish,7,
Salandit,,48,44,40,77,71,40,320,"Poison, Fire",Poison,Fire,"Corrosion, None, Oblivious",Corrosion,None,Oblivious,7,Salazzle
Salazzle,,68,64,60,117,111,60,480,"Poison, Fire",Poison,Fire,"Corrosion, None, Oblivious",Corrosion,None,Oblivious,7,
Salazzle,Totem,68,64,60,117,111,60,480,"Poison, Fire",Poison,Fire,"Corrosion, None, None",Corrosion,None,None,7,
Stufful,,70,75,50,50,45,50,340,"Normal, Fighting",Normal,Fighting,"Fluffy, Klutz, Cute Charm",Fluffy,Klutz,Cute Charm,7,Bewear (27)
Bewear,,120,125,80,60,55,60,500,"Normal, Fighting",Normal,Fighting,"Fluffy, Klutz, Unnerve",Fluffy,Klutz,Unnerve,7,
Bounsweet,,42,30,38,32,30,38,210,Grass,Grass,,"Leaf Guard, Oblivious, Sweet Veil",Leaf Guard,Oblivious,Sweet Veil,7,Steenee (18)
Steenee,,52,40,48,62,40,48,290,Grass,Grass,,"Leaf Guard, Oblivious, Sweet Veil",Leaf Guard,Oblivious,Sweet Veil,7,Tsareena
Tsareena,,72,120,98,72,50,98,510,Grass,Grass,,"Leaf Guard, Queenly Majesty, Sweet Veil",Leaf Guard,Queenly Majesty,Sweet Veil,7,
Comfey,,51,52,90,100,82,110,485,Fairy,Fairy,,"Flower Veil, Triage, Natural Cure",Flower Veil,Triage,Natural Cure,7,
Oranguru,,90,60,80,60,90,110,490,"Normal, Psychic",Normal,Psychic,"Inner Focus, Telepathy, Symbiosis",Inner Focus,Telepathy,Symbiosis,7,
Passimian,,100,120,90,80,40,60,490,Fighting,Fighting,,"Receiver, None, Defiant",Receiver,None,Defiant,7,
Wimpod,,25,35,40,80,20,30,230,"Bug, Water",Bug,Water,"Wimp Out, None, None",Wimp Out,None,None,7,Golisopod (30)
Golisopod,,75,125,140,40,60,90,530,"Bug, Water",Bug,Water,"Emergency Exit, None, None",Emergency Exit,None,None,7,
Sandygast,,55,55,80,15,70,45,320,"Ghost, Ground",Ghost,Ground,"Water Compaction, None, Sand Veil",Water Compaction,None,Sand Veil,7,Palossand (42)
Palossand,,85,75,110,35,100,75,480,"Ghost, Ground",Ghost,Ground,"Water Compaction, None, Sand Veil",Water Compaction,None,Sand Veil,7,
Pyukumuku,,55,60,130,5,30,130,410,Water,Water,,"Innards Out, None, Unaware",Innards Out,None,Unaware,7,
Type: Null,Type Null,95,95,95,59,95,95,534,Normal,Normal,,"Battle Armor, None, None",Battle Armor,None,None,7,Silvally Normal (Happiness)
Komala,,65,115,65,65,75,95,480,Normal,Normal,,"Comatose, None, None",Comatose,None,None,7,
Turtonator,,60,78,135,36,91,85,485,"Fire, Dragon",Fire,Dragon,"Shell Armor, None, None",Shell Armor,None,None,7,
Togedemaru,,65,98,63,96,40,73,435,"Electric, Steel",Electric,Steel,"Iron Barbs, Lightning Rod, Sturdy",Iron Barbs,Lightning Rod,Sturdy,7,
Togedemaru,Totem,65,98,63,96,40,73,435,"Electric, Steel",Electric,Steel,"Sturdy, None, None",Sturdy,None,None,7,
Mimikyu,Disguised,55,90,80,96,50,105,476,"Ghost, Fairy",Ghost,Fairy,"Disguise, None, None",Disguise,None,None,7,
Mimikyu,Busted,55,90,80,96,50,105,476,"Ghost, Fairy",Ghost,Fairy,"Disguise, None, None",Disguise,None,None,7,
Mimikyu,Totem Disguised,55,90,80,96,50,105,476,"Ghost, Fairy",Ghost,Fairy,"Disguise, None, None",Disguise,None,None,7,
Mimikyu,Busted Totem,55,90,80,96,50,105,476,"Ghost, Fairy",Ghost,Fairy,"Disguise, None, None",Disguise,None,None,7,
Bruxish,,68,105,70,92,70,70,475,"Water, Psychic",Water,Psychic,"Dazzling, Strong Jaw, Wonder Skin",Dazzling,Strong Jaw,Wonder Skin,7,
Drampa,,78,60,85,36,135,91,485,"Normal, Dragon",Normal,Dragon,"Berserk, Sap Sipper, Cloud Nine",Berserk,Sap Sipper,Cloud Nine,7,
Dhelmise,,70,131,100,40,86,90,517,"Ghost, Grass",Ghost,Grass,"Steelworker, None, None",Steelworker,None,None,7,
Jangmo-o,,45,55,65,45,45,45,300,Dragon,Dragon,,"Bulletproof, Soundproof, Overcoat",Bulletproof,Soundproof,Overcoat,7,Hakamo O (35)
Hakamo-o,,55,75,90,65,65,70,420,"Dragon, Fighting",Dragon,Fighting,"Bulletproof, Soundproof, Overcoat",Bulletproof,Soundproof,Overcoat,7,Kommo O (45)
Kommo-o,,75,110,125,85,100,105,600,"Dragon, Fighting",Dragon,Fighting,"Bulletproof, Soundproof, Overcoat",Bulletproof,Soundproof,Overcoat,7,
Kommo-o,Totem,75,110,125,85,100,105,600,"Dragon, Fighting",Dragon,Fighting,"Overcoat, None, None",Overcoat,None,None,7,
Tapu Koko,,70,115,85,130,95,75,570,"Electric, Fairy",Electric,Fairy,"Electric Surge, None, Telepathy",Electric Surge,None,Telepathy,7,
Tapu Lele,,70,85,75,95,130,115,570,"Psychic, Fairy",Psychic,Fairy,"Psychic Surge, None, Telepathy",Psychic Surge,None,Telepathy,7,
Tapu Bulu,,70,130,115,75,85,95,570,"Grass, Fairy",Grass,Fairy,"Grassy Surge, None, Telepathy",Grassy Surge,None,Telepathy,7,
Tapu Fini,,70,75,115,85,95,130,570,"Water, Fairy",Water,Fairy,"Misty Surge, None, Telepathy",Misty Surge,None,Telepathy,7,
Cosmog,,43,29,31,37,29,31,200,Psychic,Psychic,,"Unaware, None, None",Unaware,None,None,7,Cosmoem (43)
Cosmoem,,43,29,131,37,29,131,400,Psychic,Psychic,,"Sturdy, None, None",Sturdy,None,None,7,"Solgaleo, Lunala"
Solgaleo,,137,137,107,97,113,89,680,"Psychic, Steel",Psychic,Steel,"Full Metal Body, None, None",Full Metal Body,None,None,7,
Lunala,,137,113,89,97,137,107,680,"Psychic, Ghost",Psychic,Ghost,"Shadow Shield, None, None",Shadow Shield,None,None,7,
Nihilego,,109,53,47,103,127,131,570,"Rock, Poison",Rock,Poison,"Beast Boost, None, None",Beast Boost,None,None,7,
Buzzwole,,107,139,139,79,53,53,570,"Bug, Fighting",Bug,Fighting,"Beast Boost, None, None",Beast Boost,None,None,7,
Pheromosa,,71,137,37,151,137,37,570,"Bug, Fighting",Bug,Fighting,"Beast Boost, None, None",Beast Boost,None,None,7,
Xurkitree,,83,89,71,83,173,71,570,Electric,Electric,,"Beast Boost, None, None",Beast Boost,None,None,7,
Celesteela,,97,101,103,61,107,101,570,"Steel, Flying",Steel,Flying,"Beast Boost, None, None",Beast Boost,None,None,7,
Kartana,,59,181,131,109,59,31,570,"Grass, Steel",Grass,Steel,"Beast Boost, None, None",Beast Boost,None,None,7,
Guzzlord,,223,101,53,43,97,53,570,"Dark, Dragon",Dark,Dragon,"Beast Boost, None, None",Beast Boost,None,None,7,
Necrozma,,97,107,101,79,127,89,600,Psychic,Psychic,,"Prism Armor, None, None",Prism Armor,None,None,7,
Necrozma,Dusk Mane,97,157,127,77,113,109,680,"Psychic, Steel",Psychic,Steel,"Prism Armor, None, None",Prism Armor,None,None,7,
Necrozma,Dawn Wings,97,113,109,77,157,127,680,"Psychic, Ghost",Psychic,Ghost,"Prism Armor, None, None",Prism Armor,None,None,7,
Necrozma,Ultra,97,167,97,129,167,97,754,"Psychic, Dragon",Psychic,Dragon,"Neuroforce, None, None",Neuroforce,None,None,7,
Magearna,,80,95,115,65,130,115,600,"Steel, Fairy",Steel,Fairy,"Soul Heart, None, None",Soul Heart,None,None,7,
Magearna,Original,80,95,115,65,130,115,600,"Steel, Fairy",Steel,Fairy,"Soul Heart, None, None",Soul Heart,None,None,7,
Marshadow,,90,125,80,125,90,90,600,"Fighting, Ghost",Fighting,Ghost,"Technician, None, None",Technician,None,None,7,
Poipole,,67,73,67,73,73,67,420,Poison,Poison,,"Beast Boost, None, None",Beast Boost,None,None,7,Naganadel
Naganadel,,73,73,73,121,127,73,540,"Poison, Dragon",Poison,Dragon,"Beast Boost, None, None",Beast Boost,None,None,7,
Stakataka,,61,131,211,13,53,101,570,"Rock, Steel",Rock,Steel,"Beast Boost, None, None",Beast Boost,None,None,7,
Blacephalon,,53,127,53,107,151,79,570,"Fire, Ghost",Fire,Ghost,"Beast Boost, None, None",Beast Boost,None,None,7,
Zeraora,,88,112,75,143,102,80,600,Electric,Electric,,"Volt Absorb, None, None",Volt Absorb,None,None,7,
Meltan,,46,65,65,34,55,35,300,Steel,Steel,,"Magnet Pull, None, None",Magnet Pull,None,None,7,
Melmetal,,135,143,143,34,80,65,600,Steel,Steel,,"Iron Fist, None, None",Iron Fist,None,None,7,
Melmetal,Gmax,135,143,143,34,80,65,600,Steel,Steel,,"Iron Fist, None, None",Iron Fist,None,None,7,
Grookey,,50,65,50,65,40,40,310,Grass,Grass,,"Overgrow, None, Grassy Surge",Overgrow,None,Grassy Surge,8,Thwackey (16)
Thwackey,,70,85,70,80,55,60,420,Grass,Grass,,"Overgrow, None, Grassy Surge",Overgrow,None,Grassy Surge,8,Rillaboom (35)
Rillaboom,,100,125,90,85,60,70,530,Grass,Grass,,"Overgrow, None, Grassy Surge",Overgrow,None,Grassy Surge,8,
Rillaboom,Gmax,100,125,90,85,60,70,530,Grass,Grass,,"Overgrow, None, Grassy Surge",Overgrow,None,Grassy Surge,8,
Scorbunny,,50,71,40,69,40,40,310,Fire,Fire,,"Blaze, None, Libero",Blaze,None,Libero,8,Raboot (16)
Raboot,,65,86,60,94,55,60,420,Fire,Fire,,"Blaze, None, Libero",Blaze,None,Libero,8,Cinderace (35)
Cinderace,,80,116,75,119,65,75,530,Fire,Fire,,"Blaze, None, Libero",Blaze,None,Libero,8,
Cinderace,Gmax,80,116,75,119,65,75,530,Fire,Fire,,"Blaze, None, Libero",Blaze,None,Libero,8,
Sobble,,50,40,40,70,70,40,310,Water,Water,,"Torrent, None, Sniper",Torrent,None,Sniper,8,Drizzile (16)
Drizzile,,65,60,55,90,95,55,420,Water,Water,,"Torrent, None, Sniper",Torrent,None,Sniper,8,Inteleon (35)
Inteleon,,70,85,65,120,125,65,530,Water,Water,,"Torrent, None, Sniper",Torrent,None,Sniper,8,
Inteleon,Gmax,70,85,65,120,125,65,530,Water,Water,,"Torrent, None, Sniper",Torrent,None,Sniper,8,
Skwovet,,70,55,55,25,35,35,275,Normal,Normal,,"Cheek Pouch, None, Gluttony",Cheek Pouch,None,Gluttony,8,Greedent (24)
Greedent,,120,95,95,20,55,75,460,Normal,Normal,,"Cheek Pouch, None, Gluttony",Cheek Pouch,None,Gluttony,8,
Rookidee,,38,47,35,57,33,35,245,Flying,Flying,,"Keen Eye, Unnerve, Big Pecks",Keen Eye,Unnerve,Big Pecks,8,Corvisquire (18)
Corvisquire,,68,67,55,77,43,55,365,Flying,Flying,,"Keen Eye, Unnerve, Big Pecks",Keen Eye,Unnerve,Big Pecks,8,Corviknight (38)
Corviknight,,98,87,105,67,53,85,495,"Flying, Steel",Flying,Steel,"Pressure, Unnerve, Mirror Armor",Pressure,Unnerve,Mirror Armor,8,
Corviknight,Gmax,98,87,105,67,53,85,495,"Flying, Steel",Flying,Steel,"Pressure, Unnerve, Mirror Armor",Pressure,Unnerve,Mirror Armor,8,
Blipbug,,25,20,20,45,25,45,180,Bug,Bug,,"Swarm, Compound Eyes, Telepathy",Swarm,Compound Eyes,Telepathy,8,Dottler (10)
Dottler,,50,35,80,30,50,90,335,"Bug, Psychic",Bug,Psychic,"Swarm, Compound Eyes, Telepathy",Swarm,Compound Eyes,Telepathy,8,Orbeetle (30)
Orbeetle,,60,45,110,90,80,120,505,"Bug, Psychic",Bug,Psychic,"Swarm, Frisk, Telepathy",Swarm,Frisk,Telepathy,8,
Orbeetle,Gmax,60,45,110,90,80,120,505,"Bug, Psychic",Bug,Psychic,"Swarm, Frisk, Telepathy",Swarm,Frisk,Telepathy,8,
Nickit,,40,28,28,50,47,52,245,Dark,Dark,,"Run Away, Unburden, Stakeout",Run Away,Unburden,Stakeout,8,Thievul (18)
Thievul,,70,58,58,90,87,92,455,Dark,Dark,,"Run Away, Unburden, Stakeout",Run Away,Unburden,Stakeout,8,
Gossifleur,,40,40,60,10,40,60,250,Grass,Grass,,"Cotton Down, Regenerator, Effect Spore",Cotton Down,Regenerator,Effect Spore,8,Eldegoss (20)
Eldegoss,,60,50,90,60,80,120,460,Grass,Grass,,"Cotton Down, Regenerator, Effect Spore",Cotton Down,Regenerator,Effect Spore,8,
Wooloo,,42,40,55,48,40,45,270,Normal,Normal,,"Fluffy, Run Away, Bulletproof",Fluffy,Run Away,Bulletproof,8,Dubwool (24)
Dubwool,,72,80,100,88,60,90,490,Normal,Normal,,"Fluffy, Steadfast, Bulletproof",Fluffy,Steadfast,Bulletproof,8,
Chewtle,,50,64,50,44,38,38,284,Water,Water,,"Strong Jaw, Shell Armor, Swift Swim",Strong Jaw,Shell Armor,Swift Swim,8,Drednaw (22)
Drednaw,,90,115,90,74,48,68,485,"Water, Rock",Water,Rock,"Strong Jaw, Shell Armor, Swift Swim",Strong Jaw,Shell Armor,Swift Swim,8,
Drednaw,Gmax,90,115,90,74,48,68,485,"Water, Rock",Water,Rock,"Strong Jaw, Shell Armor, Swift Swim",Strong Jaw,Shell Armor,Swift Swim,8,
Yamper,,59,45,50,26,40,50,270,Electric,Electric,,"Ball Fetch, None, Rattled",Ball Fetch,None,Rattled,8,Boltund (25)
Boltund,,69,90,60,121,90,60,490,Electric,Electric,,"Strong Jaw, None, Competitive",Strong Jaw,None,Competitive,8,
Rolycoly,,30,40,50,30,40,50,240,Rock,Rock,,"Steam Engine, Heatproof, Flash Fire",Steam Engine,Heatproof,Flash Fire,8,Carkol (18)
Carkol,,80,60,90,50,60,70,410,"Rock, Fire",Rock,Fire,"Steam Engine, Flame Body, Flash Fire",Steam Engine,Flame Body,Flash Fire,8,Coalossal (34)
Coalossal,,110,80,120,30,80,90,510,"Rock, Fire",Rock,Fire,"Steam Engine, Flame Body, Flash Fire",Steam Engine,Flame Body,Flash Fire,8,
Coalossal,Gmax,110,80,120,30,80,90,510,"Rock, Fire",Rock,Fire,"Steam Engine, Flame Body, Flash Fire",Steam Engine,Flame Body,Flash Fire,8,
Applin,,40,40,80,20,40,40,260,"Grass, Dragon",Grass,Dragon,"Ripen, Gluttony, Bulletproof",Ripen,Gluttony,Bulletproof,8,"Flapple (Tart Apple), Appletun (Sweet Apple), Dipplin (Syrupy Apple)"
Flapple,,70,110,80,70,95,60,485,"Grass, Dragon",Grass,Dragon,"Ripen, Gluttony, Hustle",Ripen,Gluttony,Hustle,8,
Flapple,Gmax,70,110,80,70,95,60,485,"Grass, Dragon",Grass,Dragon,"Ripen, Gluttony, Hustle",Ripen,Gluttony,Hustle,8,
Appletun,,110,85,80,30,100,80,485,"Grass, Dragon",Grass,Dragon,"Ripen, Gluttony, Thick Fat",Ripen,Gluttony,Thick Fat,8,
Appletun,Gmax,110,85,80,30,100,80,485,"Grass, Dragon",Grass,Dragon,"Ripen, Gluttony, Thick Fat",Ripen,Gluttony,Thick Fat,8,
Dipplin,,80,80,110,40,95,80,485,"Grass, Dragon",Grass,Dragon,"Supersweet Syrup, Gluttony, Sticky Hold",Supersweet Syrup,Gluttony,Sticky Hold,8,Hydrapple
Hydrapple,,106,80,110,44,120,80,540,"Grass, Dragon",Grass,Dragon,"Supersweet Syrup, Regenerator, Sticky Hold",Supersweet Syrup,Regenerator,Sticky Hold,8,
Silicobra,,52,57,75,46,35,50,315,Ground,Ground,,"Sand Spit, Shed Skin, Sand Veil",Sand Spit,Shed Skin,Sand Veil,8,Sandaconda (36)
Sandaconda,,72,107,125,71,65,70,510,Ground,Ground,,"Sand Spit, Shed Skin, Sand Veil",Sand Spit,Shed Skin,Sand Veil,8,
Sandaconda,Gmax,72,107,125,71,65,70,510,Ground,Ground,,"Sand Spit, Shed Skin, Sand Veil",Sand Spit,Shed Skin,Sand Veil,8,
Cramorant,,70,85,55,85,85,95,475,"Flying, Water",Flying,Water,"Gulp Missile, None, None",Gulp Missile,None,None,8,
Cramorant,Gulping,70,85,55,85,85,95,475,"Flying, Water",Flying,Water,"Gulp Missile, None, None",Gulp Missile,None,None,8,
Cramorant,Gorging,70,85,55,85,85,95,475,"Flying, Water",Flying,Water,"Gulp Missile, None, None",Gulp Missile,None,None,8,
Arrokuda,,41,63,40,66,40,30,280,Water,Water,,"Swift Swim, None, Propeller Tail",Swift Swim,None,Propeller Tail,8,Barraskewda (26)
Barraskewda,,61,123,60,136,60,50,490,Water,Water,,"Swift Swim, None, Propeller Tail",Swift Swim,None,Propeller Tail,8,
Toxel,,40,38,35,40,54,35,242,"Electric, Poison",Electric,Poison,"Rattled, Static, Klutz",Rattled,Static,Klutz,8,"Toxtricity Amped, Toxtricity Low Key"
